name,name_en,gov,adm_level,place_type,lat,lon
كمبوند ايفورا ريذيدانس,Evora Residence Compound,,,neighbourhood,30.0207313,31.5351541
منطقة ج,Area C,,,neighbourhood,30.0799878,31.5601185
منطقة أ,Area A,,,neighbourhood,30.0779626,31.5506639
منطقة أ,Area A,,,neighbourhood,30.0732413,31.5484362
منطقة د,Area D,,,neighbourhood,30.0762664,31.5458501
منطقة ب,Area B,,,neighbourhood,30.0717614,31.541337
منطقة ج,Area C,,,neighbourhood,30.0761665,31.5413693
منطقة هـ,Area E,,,neighbourhood,30.0753821,31.5570139
منطقة ز,Area G,,,neighbourhood,30.0701405,31.5570078
منطقة ط,Area I,,,neighbourhood,30.0673903,31.5612111
منطقة ح,Area H,,,neighbourhood,30.0721434,31.5618444
منطقة ب,Area B,,,neighbourhood,30.0789367,31.5560709
منطقة د,Area D,,,neighbourhood,30.0761525,31.5604615
منطقة و,Area F,,,neighbourhood,30.0747439,31.5517358
منطقة ز,Area G,,,neighbourhood,30.0622253,31.5484827
منطقة ط,Area I,,,neighbourhood,30.059663,31.5515654
منطقة هـ,Area E,,,neighbourhood,30.0656468,31.5480727
منطقة و,Area F,,,neighbourhood,30.0666552,31.5542319
منطقة م,Area M,,,neighbourhood,30.0608108,31.5611884
منطقة ج,Area C,,,neighbourhood,30.0702738,31.5511964
منطقة ب,Area B,,,neighbourhood,30.0687511,31.5462169
منطقة ح,Area H,,,neighbourhood,30.0561315,31.5504121
منطقة ل,Area L,,,neighbourhood,30.0584595,31.5578789
منطقة د,Area D,,,neighbourhood,30.0614556,31.5455315
منطقة ك,Area K,,,neighbourhood,30.056893,31.5548321
منطقة ي,Area J,,,neighbourhood,30.062923,31.5575487
منطقة أ,Area A,,,neighbourhood,30.0663844,31.5428162
منطقة ي,Area J,,,neighbourhood,30.0606175,31.5765163
منطقة ح,Area H,,,neighbourhood,30.0622621,31.5800208
منطقة ك,Area K,,,neighbourhood,30.0596351,31.5731807
منطقة ل,Area L,,,neighbourhood,30.0629499,31.5704591
منطقة ط,Area I,,,neighbourhood,30.0576158,31.5767119
منطقة ز,Area G,,,neighbourhood,30.0595021,31.5814289
منطقة و,Area F,,,neighbourhood,30.0608319,31.5851147
منطقة د,Area D,,,neighbourhood,30.0669335,31.5817086
منطقة ج,Area C,,,neighbourhood,30.0658731,31.5783673
منطقة أ,Area A,,,neighbourhood,30.0701647,31.5800894
منطقة ب,Area B,,,neighbourhood,30.0689576,31.5767776
منطقة ن,Area N,,,neighbourhood,30.066198,31.5710754
منطقة هـ,Area E,,,neighbourhood,30.0636755,31.5835326
منطقة م,Area M,,,neighbourhood,30.0642298,31.5748615
منطقة ب,Area B,,,neighbourhood,30.0569105,31.5828987
منطقة أ,Area A,,,neighbourhood,30.0581037,31.5861808
منطقة هـ,Area E,,,neighbourhood,30.0519209,31.5895561
منطقة و,Area F,,,neighbourhood,30.0492499,31.5909368
منطقة ي,Area J,,,neighbourhood,30.0479112,31.581507
منطقة ح,Area H,,,neighbourhood,30.0505019,31.5859046
منطقة م,Area M,,,neighbourhood,30.0519001,31.5761707
منطقة ك,Area K,,,neighbourhood,30.0423895,31.5779701
منطقة ل,Area L,,,neighbourhood,30.046933,31.5768345
منطقة س,Area O,,,neighbourhood,30.055423,31.5777001
منطقة ج,Area C,,,neighbourhood,30.0538903,31.5843547
منطقة ط,Area I,,,neighbourhood,30.0448102,31.5828408
منطقة ز,Area G,,,neighbourhood,30.0476306,31.5873232
منطقة د,Area D,,,neighbourhood,30.0549779,31.5877816
منطقة ن,Area N,,,neighbourhood,30.0521383,31.5809288
منطقة و,Area F,,,neighbourhood,30.0393038,31.5803781
منطقة ح,Area H,,,neighbourhood,30.0363496,31.5868688
منطقة د,Area D,,,neighbourhood,30.0402021,31.5876926
منطقة هـ,Area E,,,neighbourhood,30.0424284,31.5846832
منطقة ز,Area G,,,neighbourhood,30.0375174,31.5837415
منطقة ط,Area I,,,neighbourhood,30.0350734,31.5907386
منطقة ج,Area C,,,neighbourhood,30.0380364,31.5926281
منطقة أ,Area A,,,neighbourhood,30.046174,31.5917835
منطقة ب,Area B,,,neighbourhood,30.0429321,31.5941705
منطقة ح,Area H,,,neighbourhood,30.0264532,31.5871166
منطقة د,Area D,,,neighbourhood,30.0331592,31.5812005
منطقة و,Area F,,,neighbourhood,30.0317532,31.5896093
منطقة هـ,Area E,,,neighbourhood,30.0326971,31.5853045
منطقة ز,Area G,,,neighbourhood,30.029164,31.5887953
منطقة ي,Area J,,,neighbourhood,30.0283323,31.5754994
منطقة ب,Area B,,,neighbourhood,30.0320539,31.5775187
منطقة أ,Area A,,,neighbourhood,30.0323586,31.5738825
منطقة ط,Area I,,,neighbourhood,30.0280287,31.5823938
منطقة ج,Area C,,,neighbourhood,30.0302782,31.5828973
منطقة ك,Area K,,,neighbourhood,30.0291034,31.5602401
منطقة م,Area M,,,neighbourhood,30.0320587,31.5588277
منطقة ل,Area L,,,neighbourhood,30.0315947,31.562195
منطقة ط,Area I,,,neighbourhood,30.0285792,31.5699343
منطقة ح,Area H,,,neighbourhood,30.0319077,31.568106
منطقة ز,Area G,,,neighbourhood,30.0342294,31.5710261
منطقة و,Area F,,,neighbourhood,30.035691,31.5694214
منطقة ج,Area C,,,neighbourhood,30.0350344,31.5618918
منطقة أ,Area A,,,neighbourhood,30.0372631,31.5582777
منطقة د,Area D,,,neighbourhood,30.0382467,31.5669761
منطقة ب,Area B,,,neighbourhood,30.0363313,31.560287
منطقة هـ,Area E,,,neighbourhood,30.0351039,31.5662036
منطقة ي,Area J,,,neighbourhood,30.0288973,31.5651349
منطقة م,Area M,,,neighbourhood,30.0454313,31.5603829
منطقة ك,Area K,,,neighbourhood,30.0415139,31.5577243
منطقة ي,Area J,,,neighbourhood,30.041457,31.5616185
منطقة ط,Area I,,,neighbourhood,30.0416157,31.5645365
منطقة ح,Area H,,,neighbourhood,30.0414346,31.5684624
منطقة ز,Area G,,,neighbourhood,30.0451756,31.5644456
منطقة و,Area F,,,neighbourhood,30.0461623,31.5684843
منطقة هـ,Area E,,,neighbourhood,30.0503543,31.5678798
منطقة د,Area D,,,neighbourhood,30.053291,31.5668859
منطقة ج,Area C,,,neighbourhood,30.0511582,31.5629913
منطقة ب,Area B,,,neighbourhood,30.0549546,31.5606136
منطقة أ,Area A,,,neighbourhood,30.057082,31.5643658
إمتداد غرب الجولف 4,West Al Golf Extension 4,,,neighbourhood,29.9866814,31.3906842
إمتداد غرب الجولف 1,West Al Golf Extension 1,,,neighbourhood,29.9901617,31.3862962
كمبوند نيو جاردنز,Neo Gardens Compound,,,neighbourhood,30.0616158,31.626849
منطقة 6ط,Zone I6,,,neighbourhood,30.0574824,31.6283968
منطقة 52,Area 52,,,neighbourhood,29.9604356,31.5043077
منطقة 35,Area 35,,,neighbourhood,29.964449,31.5119729
لايت سيتى,Light City,,,neighbourhood,29.9615204,31.5301422
واحه الاندلس,Andalus Oasis,,,neighbourhood,29.9629685,31.5394444
كمبوند كايرو بيزنس بارك,Cairo Business Park Compound,,,neighbourhood,30.0517894,31.5141639
كمبوند سيفورة هايتس,Sephora Heights Compound,,,neighbourhood,29.9923703,31.5049159
كمبوند نيست كايرو,Nest Cairo Compound,,,neighbourhood,29.9942975,31.5075847
كمبوند الباتيو 7,El Patio 7 Compound,,,neighbourhood,30.0001508,31.5045002
كمبوند ريجنتس بارك,Regent's Park Compound,,,neighbourhood,30.0002951,31.5094817
كمبوند لاميرادا,La Mirada Compound,,,neighbourhood,29.9997661,31.5073326
كمبوند نيو لايكز,Neo Lakes Compound,,,neighbourhood,30.0646021,31.624124
لؤلؤة القاهرة الجديدة,Al Andalus Sector,,,neighbourhood,29.9840705,31.5300965
منطقة و,Area F,,,neighbourhood,30.063163,31.6339919
منطقة ز,Area G,,,neighbourhood,29.9833871,31.4711941
منطقة ت,Area V,,,neighbourhood,29.9927971,31.4707248
منطقة س,Area O,,,neighbourhood,29.9974278,31.4771139
منطقة ش,Area U,,,neighbourhood,29.9964505,31.4706888
منطقة ر,Area T,,,neighbourhood,29.9932862,31.4742504
منطقة ل,Area L,,,neighbourhood,29.9892619,31.4746682
منطقة خدمات,Services Area,,,neighbourhood,29.9872805,31.4723444
منطقة ط,Area I,,,neighbourhood,29.9831174,31.4774539
منطقة ح,Area H,,,neighbourhood,29.9792396,31.4704483
منطقة ي,Area J,,,neighbourhood,29.9863844,31.4776239
منطقة ك,Area K,,,neighbourhood,29.9879073,31.4765274
منطقة ف,Area Q,,,neighbourhood,29.9914033,31.477899
منطقة ص,Area R,,,neighbourhood,29.9940832,31.4760408
منطقة د,Area D,,,neighbourhood,29.9774427,31.4755294
منطقة أ,Area A,,,neighbourhood,29.9799942,31.4783599
منطقة ع,Area P,,,neighbourhood,29.9948481,31.4783605
منطقة هـ,Area E,,,neighbourhood,29.9817101,31.4733583
منطقة ج,Area C,,,neighbourhood,29.9808468,31.4756633
منطقة و,Area F,,,neighbourhood,29.9777027,31.4722839
منطقة ق,Area S,,,neighbourhood,29.9973891,31.4736952
منطقة ب,Area B,,,neighbourhood,29.977234,31.4783584
كمبوند نيو باركز,Neo Parks Compound,,,neighbourhood,30.0695133,31.6306448
كمبوند جرين سكوير,Green Square Compound,,,neighbourhood,30.0469448,31.6335221
كمبوند اريا,Aria Compound,,,neighbourhood,30.055787,31.6176787
مساكن النصر,Al Nasr Housing,,,neighbourhood,29.9772907,31.4056841
مساكن النيل,Nile Housing,,,neighbourhood,29.9762511,31.3979381
اسكان النقابات,Syndicates Housing,,,neighbourhood,29.9785702,31.3962477
مساكن الجيزة زلزال,Giza Zelzal Housing,,,neighbourhood,29.9768597,31.4010254
مساكن الشركة العربية,Arabic Company Housing,,,neighbourhood,29.9758004,31.4086515
مساكن سابقة التجهيز,Finished Housing,,,neighbourhood,29.9750075,31.4063096
مساكن الصعيد,Al Seid Housing,,,neighbourhood,29.978179,31.4080211
مساكن المحمودية,Al Mahmoudeya Housing,,,neighbourhood,29.9763333,31.3961014
إسكان المستقبل 4,Future Housing 4,,,neighbourhood,29.9766413,31.4130002
كمبوند ذا سكوير,The Square Compound,,,neighbourhood,29.9982225,31.5518612
كمبوند سيتي جيت,City Gate Compound,,,neighbourhood,30.0102807,31.573035
كمبوند سيتي أوف أوديسيا,City of Odyssia Compound,,,neighbourhood,30.0516929,31.6420749
كمبوند بيتا جرينز,Beta Greens Compound,,,neighbourhood,30.0626391,31.6554031
كمبوند لاميرادا,La Mirada Compound,,,neighbourhood,30.0692154,31.6572429
كمبوند كانيون,Canyon Compound,,,neighbourhood,30.0664873,31.6400824
كمبوند بلوم فيلدز,Bloomfields Compound,,,neighbourhood,30.0669228,31.6496342
كمبوند بلوم فيلدز,Bloomfields Compound,,,neighbourhood,30.0558783,31.6507554
كمبوند هاب تون,Haptown Compound,,,neighbourhood,30.0516993,31.6575137
مجموعة 126,Group 126,,,neighbourhood,30.0606988,31.5154444
كمبوند جايد,Jayd Compound,,,neighbourhood,30.0650535,31.5209463
كمبوند ماونتن فيو هايد بارك,Mountain View Hyde Park Compound,,,neighbourhood,29.9871763,31.5554079
مجموعة 89,Group 89,,,neighbourhood,30.066647,31.4843381
مجموعة 108,Group 108,,,neighbourhood,30.0706062,31.4903165
مجموعة 88,Group 88,,,neighbourhood,30.0666357,31.4832545
مجموعة 97,Group 97,,,neighbourhood,30.0756447,31.4867122
مجموعة 100,Group 100,,,neighbourhood,30.0733656,31.4866992
مجموعة 106,Group 106,,,neighbourhood,30.0681751,31.4928241
مجموعة 101,Group 101,,,neighbourhood,30.0713802,31.4866064
مجموعة 90,Group 90,,,neighbourhood,30.0665543,31.4855668
مجموعة 99,Group 99,,,neighbourhood,30.0742845,31.4895545
مجموعة 109,Group 109,,,neighbourhood,30.0701758,31.4880309
مجموعة 105,Group 105,,,neighbourhood,30.0678833,31.4909916
مجموعة 95,Group 95,,,neighbourhood,30.072231,31.4837902
مجموعة 94,Group 94,,,neighbourhood,30.0684303,31.4833481
مجموعة 91,Group 91,,,neighbourhood,30.0662509,31.487035
مجموعة 93,Group 93,,,neighbourhood,30.068408,31.4850884
مجموعة 96,Group 96,,,neighbourhood,30.0749822,31.4837267
مجموعة 92,Group 92,,,neighbourhood,30.0673491,31.4869094
مجموعة 98,Group 98,,,neighbourhood,30.0759217,31.4895501
مجموعة 87,Group 87,,,neighbourhood,30.0666396,31.4821841
مجموعة 104,Group 104,,,neighbourhood,30.0683173,31.4897023
مجموعة 102,Group 102,,,neighbourhood,30.0695182,31.4859657
مجموعة 110,Group 110,,,neighbourhood,30.0722333,31.4889964
مجموعة 103,Group 103,,,neighbourhood,30.0682985,31.4877367
مجموعة 107,Group 107,,,neighbourhood,30.0697858,31.4919182
مجموعة 75,Group 75,,,neighbourhood,30.0731888,31.4790273
مجموعة 81,Group 81,,,neighbourhood,30.0711795,31.4796567
مجموعة 86,Group 86,,,neighbourhood,30.0681737,31.4802505
مجموعة 79,Group 79,,,neighbourhood,30.071843,31.4793752
مجموعة 68,Group 68,,,neighbourhood,30.066356,31.4774503
مجموعة 66,Group 66,,,neighbourhood,30.0664636,31.4800769
مجموعة 80,Group 80,,,neighbourhood,30.0695911,31.4788147
مجموعة 83,Group 83,,,neighbourhood,30.0708692,31.4812585
مجموعة 70,Group 70,,,neighbourhood,30.0680534,31.4758249
مجموعة 71,Group 71,,,neighbourhood,30.0687967,31.4765655
مجموعة 85,Group 85,,,neighbourhood,30.068253,31.4795197
مجموعة 67,Group 67,,,neighbourhood,30.0664644,31.4789056
مجموعة 76,Group 76,,,neighbourhood,30.0739983,31.479954
مجموعة 84,Group 84,,,neighbourhood,30.069773,31.4815065
مجموعة 69,Group 69,,,neighbourhood,30.0666175,31.4759114
مجموعة 78,Group 78,,,neighbourhood,30.0743163,31.4819045
مجموعة 74,Group 74,,,neighbourhood,30.07229,31.4780922
مجموعة 73,Group 73,,,neighbourhood,30.0715393,31.4773237
مجموعة 72,Group 72,,,neighbourhood,30.0707532,31.4761967
مجموعة 82,Group 82,,,neighbourhood,30.0726095,31.4811306
مجموعة 77,Group 77,,,neighbourhood,30.0745099,31.481017
مجموعة 136,Group 136,,,neighbourhood,30.05335,31.5077953
مجموعة 132,Group 132,,,neighbourhood,30.05595,31.5083398
مجموعة 133,Group 133,,,neighbourhood,30.0558132,31.5059647
مجموعة فيلات 38,Group V 38,,,neighbourhood,30.0541383,31.5043111
مجموعة فيلات 37,Group V 37,,,neighbourhood,30.0546577,31.5012487
مجموعة فيلات 35,Group V 35,,,neighbourhood,30.0562299,31.5033147
مجموعة فيلات 36,Group V 36,,,neighbourhood,30.0574511,31.5017556
مجموعة فيلات 32,Group V 32,,,neighbourhood,30.0596518,31.5055623
مجموعة فيلات 31,Group V 31,,,neighbourhood,30.061133,31.5043299
مجموعة 61,Group 61,,,neighbourhood,30.0641711,31.48377
مجموعة 53,Group 53,,,neighbourhood,30.062402,31.4844216
مجموعة فيلات 13,Group V 13,,,neighbourhood,30.0562606,31.4800683
مجموعة 50,Group 50,,,neighbourhood,30.0608957,31.4794505
مجموعة 42,Group 42,,,neighbourhood,30.0628875,31.4799249
مجموعة 64,Group 64,,,neighbourhood,30.0642318,31.4823186
مجموعة 56,Group 56,,,neighbourhood,30.0640243,31.486872
مجموعة 63,Group 63,,,neighbourhood,30.0627867,31.4825202
مجموعة 62,Group 62,,,neighbourhood,30.0629624,31.4838787
مجموعة 45,Group 45,,,neighbourhood,30.0630139,31.4769098
مجموعة 52,Group 52,,,neighbourhood,30.0617436,31.4836072
مجموعة 51,Group 51,,,neighbourhood,30.0615421,31.4803071
مجموعة 65,Group 65,,,neighbourhood,30.0650729,31.482328
مجموعة فيلات 14,Group V 14,,,neighbourhood,30.0563061,31.4766129
مجموعة 54,Group 54,,,neighbourhood,30.062891,31.4850364
مجموعة فيلات 17,Group V 17,,,neighbourhood,30.0594668,31.4761656
مجموعة 46,Group 46,,,neighbourhood,30.0630249,31.4757208
مجموعة 60,Group 60,,,neighbourhood,30.0650165,31.4837951
مجموعة 43,Group 43,,,neighbourhood,30.0629196,31.4792413
مجموعة 44,Group 44,,,neighbourhood,30.062976,31.4778932
مجموعة 58,Group 58,,,neighbourhood,30.0649095,31.4862568
مجموعة فيلات 15,Group V 15,,,neighbourhood,30.0597657,31.4811864
مجموعة 47,Group 47,,,neighbourhood,30.0618811,31.4758826
مجموعة 59,Group 59,,,neighbourhood,30.0644848,31.4854729
مجموعة فيلات 16,Group V 16,,,neighbourhood,30.0590896,31.4780693
مجموعة 57,Group 57,,,neighbourhood,30.0649471,31.4873858
مجموعة 49,Group 49,,,neighbourhood,30.0616483,31.4785577
مجموعة 48,Group 48,,,neighbourhood,30.0617987,31.4773823
مجموعة 55,Group 55,,,neighbourhood,30.0635281,31.4858736
مجموعة 113,Group 113,,,neighbourhood,30.07373,31.5063355
مجموعة 118,Group 118,,,neighbourhood,30.0705726,31.5114632
مجموعة 115,Group 115,,,neighbourhood,30.0718129,31.5078576
مجموعة 114,Group 114,,,neighbourhood,30.0718121,31.5053746
مجموعة 116,Group 116,,,neighbourhood,30.0731566,31.5099053
مجموعة 117,Group 117,,,neighbourhood,30.0719258,31.5130685
مجموعة 129,Group 129,,,neighbourhood,30.0576565,31.5118943
مجموعة 127,Group 127,,,neighbourhood,30.0595729,31.512858
مجموعة 128,Group 128,,,neighbourhood,30.0577337,31.5144525
مجموعة 131,Group 131,,,neighbourhood,30.054772,31.5121344
مجموعة 125,Group 125,,,neighbourhood,30.0616796,31.5127614
مجموعة 130,Group 130,,,neighbourhood,30.0560245,31.5099055
مجموعة فيلات 29,Group V 29,,,neighbourhood,30.0624689,31.5091136
مجموعة فيلات 30,Group V 30,,,neighbourhood,30.0606187,31.5081192
مجموعة فيلات 28,Group V 28,,,neighbourhood,30.0627661,31.5057333
مجموعة 124,Group 124,,,neighbourhood,30.0637281,31.5133845
مجموعة فيلات 25,Group V 25,,,neighbourhood,30.0669984,31.5093302
مجموعة 120,Group 120,,,neighbourhood,30.0686907,31.5154589
مجموعة فيلات 26,Group V 26,,,neighbourhood,30.0655475,31.5062542
مجموعة 119,Group 119,,,neighbourhood,30.0685509,31.5128917
مجموعة 122,Group 122,,,neighbourhood,30.0659503,31.5145761
مجموعة فيلات 27,Group V 27,,,neighbourhood,30.0646279,31.5097124
مجموعة 121,Group 121,,,neighbourhood,30.0670265,31.5181581
مجموعة فيلات 7,Group V 7,,,neighbourhood,30.0551642,31.4982889
مجموعة فيلات 6,Group V 6,,,neighbourhood,30.0584421,31.4985202
مجموعة فيلات 1,Group V 1,,,neighbourhood,30.05935,31.5003213
مجموعة فيلات 2,Group V 2,,,neighbourhood,30.0606954,31.4991817
مجموعة فيلات 4,Group V 4,,,neighbourhood,30.0634401,31.4970531
مجموعة فيلات 3,Group V 3,,,neighbourhood,30.0625166,31.4982449
مجموعة فيلات 5,Group V 5,,,neighbourhood,30.061769,31.4961559
مجموعة 18,Group 18,,,neighbourhood,30.064027,31.4935259
مجموعة 17,Group 17,,,neighbourhood,30.062938,31.4935156
مجموعة 16,Group 16,,,neighbourhood,30.0612493,31.4936084
مجموعة 15,Group 15,,,neighbourhood,30.0603943,31.4943266
مجموعة 14,Group 14,,,neighbourhood,30.0593181,31.4954582
مجموعة 13,Group 13,,,neighbourhood,30.0575753,31.4955309
مجموعة 12,Group 12,,,neighbourhood,30.0564701,31.4955607
مجموعة 11,Group 11,,,neighbourhood,30.0552004,31.4953744
مجموعة 10,Group 10,,,neighbourhood,30.0539025,31.4953669
مجموعة 9,Group 9,,,neighbourhood,30.0542104,31.4937338
مجموعة 8,Group 8,,,neighbourhood,30.0555218,31.4939216
مجموعة 7,Group 7,,,neighbourhood,30.0567697,31.4939403
مجموعة 6,Group 6,,,neighbourhood,30.0578747,31.4938987
مجموعة 5,Group 5,,,neighbourhood,30.0593051,31.4936789
مجموعة 4,Group 4,,,neighbourhood,30.0603251,31.4926048
مجموعة 3,Group 3,,,neighbourhood,30.0616044,31.4922527
مجموعة 2,Group 2,,,neighbourhood,30.0629716,31.4922539
مجموعة 1,Group 1,,,neighbourhood,30.064163,31.4922512
المشتل,Al Mashtal,,,neighbourhood,30.0075773,31.4027088
مجموعة 41,Group 41,,,neighbourhood,30.059768,31.4881159
مجموعة 40,Group 40,,,neighbourhood,30.0609574,31.4882103
مجموعة 39,Group 39,,,neighbourhood,30.0612886,31.4894149
مجموعة 38,Group 38,,,neighbourhood,30.0624758,31.4892654
مجموعة 37,Group 37,,,neighbourhood,30.0621225,31.4881051
مجموعة 36,Group 36,,,neighbourhood,30.0632535,31.4877016
مجموعة 35,Group 35,,,neighbourhood,30.0638432,31.488022
مجموعة 34,Group 34,,,neighbourhood,30.0637701,31.4891177
مجموعة 33,Group 33,,,neighbourhood,30.0638281,31.490068
مجموعة 32,Group 32,,,neighbourhood,30.0639023,31.4910841
مجموعة 30,Group 30,,,neighbourhood,30.0625908,31.490065
مجموعة 31,Group 31,,,neighbourhood,30.0627054,31.4910725
مجموعة 29,Group 29,,,neighbourhood,30.0612584,31.4908827
مجموعة 28,Group 28,,,neighbourhood,30.0605075,31.4907503
مجموعة 27,Group 27,,,neighbourhood,30.0600172,31.4896136
مجموعة 26,Group 26,,,neighbourhood,30.057573,31.4898304
مجموعة 25,Group 25,,,neighbourhood,30.0562793,31.4897759
مجموعة 24,Group 24,,,neighbourhood,30.0551423,31.4899042
مجموعة 23,Group 23,,,neighbourhood,30.0539932,31.4899003
مجموعة 22,Group 22,,,neighbourhood,30.0541603,31.4884539
مجموعة 21,Group 21,,,neighbourhood,30.0555407,31.4884693
مجموعة 20,Group 20,,,neighbourhood,30.056793,31.4883972
مجموعة 19,Group 19,,,neighbourhood,30.0578376,31.4884179
مجموعة فيلات 9,Group V 9,,,neighbourhood,30.0577492,31.4865991
مجموعة فيلات 8,Group V 8,,,neighbourhood,30.055046,31.4867031
مجموعة فيلات 12,Group V 12,,,neighbourhood,30.0554818,31.4837432
مجموعة فيلات 11,Group V 11,,,neighbourhood,30.0580002,31.4832057
مجموعة فيلات 10,Group V 10,,,neighbourhood,30.0612978,31.4852853
المجاورة 2,Neighborhood 2,,,neighbourhood,30.1551513,31.7144836
المجاورة 1,Neighborhood 1,,,neighbourhood,30.1499505,31.7191172
المجاورة 5,Neighborhood 5,,,neighbourhood,30.1494861,31.7087618
المجاورة 5,Neighborhood 5,,,neighbourhood,30.1225984,31.7286325
المجاورة 7,Neighborhood 7,,,neighbourhood,30.1142297,31.7242021
المجاورة 2,Neighborhood 2,,,neighbourhood,30.1160955,31.7456916
المجاورة 3,Neighborhood 3,,,neighbourhood,30.1208394,31.7438135
المجاورة 4,Neighborhood 4,,,neighbourhood,30.1220432,31.7364773
المجاورة 1,Neighborhood 1,,,neighbourhood,30.1113485,31.7450484
المجاورة 6,Neighborhood 6,,,neighbourhood,30.1192121,31.7257645
المجاورة 3,Neighborhood 3,,,neighbourhood,30.155694,31.7073235
المجاورة 4,Neighborhood 4,,,neighbourhood,30.1555826,31.7007333
المجاورة 8,Neighborhood 8,,,neighbourhood,30.1129727,31.7416367
المجاورة 11,Neighborhood 11,,,neighbourhood,30.1138647,31.7376733
المجاورة 10,Neighborhood 10,,,neighbourhood,30.1179048,31.7380396
منطقة خدمات,Services Area,,,neighbourhood,30.1168176,31.7362091
المجاورة 12,Neighborhood 12,,,neighbourhood,30.1146426,31.7324781
المجاورة 16,Neighborhood 16,,,neighbourhood,30.1123372,31.7347293
المجاورة 15,Neighborhood 15,,,neighbourhood,30.1148064,31.7284367
المجاورة 13,Neighborhood 13,,,neighbourhood,30.1184577,31.7332802
المجاورة 14,Neighborhood 14,,,neighbourhood,30.1185147,31.7293356
منطقة خدمات,Services Area,,,neighbourhood,30.1111468,31.7339848
المجاورة 9,Neighborhood 9,,,neighbourhood,30.1169156,31.7416908
المجاورة ل,Neighborhood L,,,neighbourhood,30.1237211,31.7151577
المجاورة 1,Neighborhood 1,,,neighbourhood,30.1424912,31.7277493
المجاورة أ,Neighborhood A,,,neighbourhood,30.1166385,31.7109183
المجاورة ب,Neighborhood B,,,neighbourhood,30.1156977,31.7184272
المجاورة 4,Neighborhood 4,,,neighbourhood,30.1306076,31.7256693
المجاورة 5,Neighborhood 5,,,neighbourhood,30.1347524,31.7302605
المنطقة الصناعية المركزية,Central Industrial Area,,,neighbourhood,30.1446354,31.7460922
منطقة 6,Area 6,,,neighbourhood,30.1493206,31.752964
منطقة 5,Area 5,,,neighbourhood,30.1524169,31.7498874
منطقة 4,Area 4,,,neighbourhood,30.1526396,31.7417295
منطقة 3,Area 3,,,neighbourhood,30.1509511,31.7377746
منطقة 2,Area 2,,,neighbourhood,30.1439686,31.7366642
منطقة 1,Area 1,,,neighbourhood,30.1382555,31.7350753
منطقة 100 فدان السكنية,The 100 Acres Residential Area,,,neighbourhood,30.1472263,31.7664931
منطقة 100 فدان,The 100 Acres Area,,,neighbourhood,30.1480333,31.7654309
منطقة د,Area D,,,neighbourhood,30.1484602,31.6914072
منطقة ج,Area C,,,neighbourhood,30.1423154,31.6945977
منطقة أ,Area A,,,neighbourhood,30.1535064,31.6970009
المجاورة 3,Neighborhood 3,,,neighbourhood,30.1309566,31.719605
المجاورة 1,Neighborhood 1,,,neighbourhood,30.1367202,31.7147113
المجاورة 5,Neighborhood 5,,,neighbourhood,30.129214,31.7128195
المجاورة 2,Neighborhood 2,,,neighbourhood,30.1388154,31.7220438
البنفسج 8,Al Banafseg 8,,,neighbourhood,30.050838,31.4645608
البنفسج 7,Al Banafseg 7,,,neighbourhood,30.0513162,31.471792
المجاورة ك,Neighborhood K,,,neighbourhood,30.122057,31.7194323
منطقة هـ,Area E,,,neighbourhood,30.147671,31.6967301
مشروع صندوق إسكان عثمان,Othman Housing Fund Project,,,neighbourhood,30.147188,31.7048735
منطقة ب,Area B,,,neighbourhood,30.1468857,31.7011938
مساكن التعاونيات,Al Tawenyat Housing,,,neighbourhood,30.1509581,31.7017479
المجاورة 4,Neighborhood 4,,,neighbourhood,30.1273053,31.7084205
المجاورة 3,Neighborhood 3,,,neighbourhood,30.1342621,31.702242
المجاورة 2,Neighborhood 2,,,neighbourhood,30.1378157,31.7069304
منطقة ال 250 فدان السكنية,The Residential Area Of The 250 Acres,,,neighbourhood,30.1337681,31.749001
المنطقة الصناعية,Industrial Area,,,neighbourhood,30.1300176,31.7504319
شرق الروبيكي,East of the Rubiki,,,neighbourhood,30.1214566,31.7507173
كمبوند الباتيو,El Patio Compound,,,neighbourhood,29.9831474,31.0739334
كمبوند سوان ليك,Swan Lake Compound,,,neighbourhood,30.002061,30.9964103
كمبوند ريوس,Rayos Compound,,,neighbourhood,29.9831954,31.0760227
كمبوند ماونتين فيو اكتوبر بارك,Mountain View October Park Compound,,,neighbourhood,29.9859696,31.0785091
كمبوند الشروق,El Shorouk Compound,,,neighbourhood,29.9984391,31.0125883
بلوك 9,Block 9,,,neighbourhood,29.9831662,30.9668693
بلوك 12,Block 12,,,neighbourhood,29.9835459,30.9692231
بلوك 10,Block 10,,,neighbourhood,29.9834236,30.9677649
بلوك 11,Block 11,,,neighbourhood,29.9841016,30.9682562
بلوك 5,Block 5,,,neighbourhood,29.984388,30.9702484
بلوك 4,Block 4,,,neighbourhood,29.9847489,30.9689672
بلوك 14,Block 14,,,neighbourhood,29.9864655,30.9703611
بلوك 13,Block 13,,,neighbourhood,29.9858175,30.9693291
بلوك 3,Block 3,,,neighbourhood,29.9852258,30.9684118
بلوك 2,Block 2,,,neighbourhood,29.9845484,30.9673581
بلوك 1,Block 1,,,neighbourhood,29.9839038,30.9663184
بلوك 20,Block 20,,,neighbourhood,29.9849057,30.970766
بلوك 21,Block 21,,,neighbourhood,29.9857309,30.9703224
