name,name_en,gov,adm_level,place_type,lat,lon
مساكن سوق الجمعه,Souq Al Gomaa Housing,,,neighbourhood,31.1882088,29.8864596
مساكن سوق الجمعه,Souq Al Gomaa Housing,,,neighbourhood,31.1871205,29.8850596
سوق الجمعه و المنير,Souq Al Gomaa And Al Mounir,,,neighbourhood,31.1872466,29.8870912
السكة الجديدة و الطرطوشي,Al Saka Al Gadida And Al Tartoushy,,,neighbourhood,31.1891655,29.8844698
الصابوره,Al Sabora,,,neighbourhood,31.1891076,29.8874828
الجدد و اللبان و الورشة,Al Goddod And Al Labban And Al Warsha,,,neighbourhood,31.1931282,29.888839
البلقطريه,Al Balqtaria,,,neighbourhood,31.1946502,29.8856417
الحارة الواسعة و التخشيبة,Al Hara Al Wasaa And Al Takhshiba,,,neighbourhood,31.1908016,29.8879475
السيالة شرق,Al Sayala East,,,neighbourhood,31.2101938,29.8857081
السيالة غرب,Al Sayala West,,,neighbourhood,31.2078933,29.8809234
عزبة بدواني,Ezbet Badwany,,,neighbourhood,31.2266241,30.0355075
عزبة مرزه,Ezbet Marza,,,neighbourhood,31.228687,30.0205922
عزبة كرمله,Ezbet Karmala,,,neighbourhood,31.2449595,30.0418602
مساكن طوسون,Tousoun Housing,,,neighbourhood,31.1935646,29.9294253
مساكن امبروز,Ombrouz Housing,,,neighbourhood,31.1950802,29.9271601
مساكن ضرغام,Dargham Housing,,,neighbourhood,31.1968574,29.9199631
مساكن الجمهوريه الجديده,Al Gemhoureya Al Gadida Housing,,,neighbourhood,31.193984,29.9239341
مساكن الجمهوريه القديمه,Al Gemhoureya Al Qadima Housing,,,neighbourhood,31.195874,29.9215241
مساكن الصابوره,Al Sabora Housing,,,neighbourhood,31.188982,29.8882071
أبيس الثانيه,Second Abis,,,neighbourhood,31.1929938,30.0112578
قريه 11/8,Village 11/8,,,neighbourhood,31.1146549,29.937705
قريه ابيس 8,Abis 8 Village,,,neighbourhood,31.1225808,29.9399475
مساكن النقل و الهندسه,Transportation and Engineering Houseing,,,neighbourhood,31.1009051,29.7638753
ابو شوشة,Abou Shousha,,,neighbourhood,31.1987479,29.8853335
سوق البرسيم,Souq Al Barsem,,,neighbourhood,31.1963764,29.8873112
الابراهيميه بحرى,Al Ibrahimeya Bahary,,,neighbourhood,31.2160707,29.9248518
نجع العمدة هندواي,Nagaa Al Omda Hendawy,,,neighbourhood,30.8729867,29.8752704
نجع العمدة خليل,Nagaa Al Omda khalil,,,neighbourhood,30.9790363,29.7685613
مساكن القوات المسلحة,Armed Forces Housing,,,neighbourhood,31.2107598,29.8797925
كينج مريوط,King Marriot,,,neighbourhood,31.0151155,29.7181704
التوفيقيه,Al Tawfiqeya,,,neighbourhood,31.2300351,30.0521994
كرموز شرق,Karmoz East,,,neighbourhood,31.180505,29.8991041
خورشيد القبليه,Khorshed Al Qeblya,,,neighbourhood,31.2052005,30.0211915
الكاره و الطوبجيه و كفر الغاطس,Al Kara And Al Toubgya And Kafr Al Ghates,,,neighbourhood,31.1812251,29.89362
مساكن تعاونيات سموحه,Taawoneyat Semouha Housing,,,neighbourhood,31.2095835,29.9522784
عمارات الاسكان الصناعى القديمه,Old Industrial Housing Buildings,,,neighbourhood,31.2142025,29.9607057
مساكن هيئه اعضاء التدريس,Teaching Staff Housing,,,neighbourhood,31.2070388,29.94405
عزبة سعد,Ezbet Saad,,,neighbourhood,31.2106377,29.948548
المساكن الحمراء,Red Housing,,,neighbourhood,31.1772883,29.8921003
مساكن وابور الجاز,Wabour Al Gas Housing,,,neighbourhood,31.1783233,29.8945684
فلمنج,Fleming,,,neighbourhood,31.2355566,29.9568066
عزبة سيكلام,Ezbet Ciclam,,,neighbourhood,31.2594994,30.0242082
عزبة العمروي الكبرى,Ezbet Al Amrawy Al Kobra,,,neighbourhood,31.2641136,30.0233576
عزبة النجارين,Ezbet Al Nagarin,,,neighbourhood,31.2643634,30.0273813
مساكن الطوبجيه,Al Toubgya Housing,,,neighbourhood,31.1817864,29.8952271
عزبة سكينه القديمه,Ezbet Sakina Al Qadima,,,neighbourhood,31.2116533,29.9971235
عزبة النزهه,Ezbet Al Nozha,,,neighbourhood,31.2027473,29.9651809
قريه حوض 10,Hod 10 village,,,neighbourhood,31.2418626,30.0502749
عزبة سكينه الجديده,Ezbet Sakina Al Gadida,,,neighbourhood,31.2110133,29.9997695
كرموز غرب,Karmoz West,,,neighbourhood,31.1786923,29.8971685
النجع الجديد,Al Nagaa Al Gadid,,,neighbourhood,31.1893375,29.8916974
النجع القديم,Al Nagaa Al Qadim,,,neighbourhood,31.1868629,29.8899555
الجنينة الصغيرة و كوم بكير,Al Genina Al Saghira And Kom Baker,,,neighbourhood,31.1900912,29.8901053
السكونيا العيونى,Al Sakonia Al Aaiony,,,neighbourhood,31.1875333,29.8931598
أبيس الاولى,First Abis,,,neighbourhood,31.1711746,30.0150645
ابو النواتير,Abou Al Nawatir,,,neighbourhood,31.2241865,29.9519221
الازاريطه و الشاطبى,Al Azarita And Al Shatby,,,neighbourhood,31.2077531,29.913446
الصيادين,Al Sayaden,,,neighbourhood,31.2040391,29.8780091
"أبيس 7, 8, 10","Abis 7, 8, 10",,,neighbourhood,31.1788147,29.958281
مشمس البصل,Meshmes Al Basal,,,neighbourhood,31.1927635,29.8912021
عزبة البرنس,Ezbet Al Prince,,,neighbourhood,31.2641607,30.0294194
عزبة الرحامله,Ezbet Al Rahamla,,,neighbourhood,31.2787778,30.0430731
عزبة الهلاليه,Ezbet Al Helalyh,,,neighbourhood,31.2791772,30.044647
عزبة منشيه الاوقاف,Ezbet Mansheyah Al Awkaf,,,neighbourhood,31.2704967,30.046404
عزبة الماكينه,Ezbet Al Makina,,,neighbourhood,31.29263,30.061621
الجنينة الكبيرة وسوق المعيز,Al Genina Al Kabira And Souq Al Maaiz,,,neighbourhood,31.193486,29.8935796
حارة الفراهدة,Harat Al Farahda,,,neighbourhood,31.1912285,29.895127
العيونى باب سدره الجواني و جنينة,Al Eyouni Bab Sedra Al Gwany And Genina,,,neighbourhood,31.189012,29.8967915
مساكن الحديد و الصلب,Iron and Steel Housing,,,neighbourhood,31.096055,29.7576901
مرغم,Merghim,,,neighbourhood,31.0600318,29.8260893
مساكن النجع القديم,Al Nagaa Al Qadim Housing,,,neighbourhood,31.1867816,29.8893021
مساكن محمد فريد,Mohamed Farid Housing,,,neighbourhood,31.2254012,29.9600859
قرية زهراء العجمي,Qaryah Zahraa Al Agamy,,,neighbourhood,31.1072832,29.7507499
مساكن السكه الحديد,Al Seka Al Hadid Housing,,,neighbourhood,31.0822635,29.8618514
مساكن توشكى,Toshka Housing,,,neighbourhood,31.0824823,29.8591071
مساكن توشكى الجديده,New Toshka Housing,,,neighbourhood,31.0802879,29.8560152
مساكن عبد القادر الجديده,Abd Al Qader New Housing,,,neighbourhood,31.0727081,29.8497583
مساكن غرب النوباريه,Al Nobaria West Housing,,,neighbourhood,31.0851132,29.8384296
زعربانه,Zaarbana,,,neighbourhood,31.2293329,29.9609711
الباب الجديد غرب و منشا,Al Bab Al Gadid West And Mansha,,,neighbourhood,31.1918694,29.9081705
عمارات المقاولون العرب,The Arab Contractors Buildings,,,neighbourhood,31.244141,29.9885419
باب شرق و وابور المياه,Bab Sharq And Wabour Al Meyah,,,neighbourhood,31.2001987,29.916571
الهواريه,Al Hawaria,,,neighbourhood,30.957418,29.7057031
البركه,Al Berka,,,neighbourhood,31.2048061,29.8799994
مساكن الاسكان الصناعى,Industrial Residential Housing,,,neighbourhood,31.1675373,29.8763698
مساكن القبارى 10,Al Qabary 10 Housing,,,neighbourhood,31.1700546,29.8774992
السناقره,Al Sanaqra,,,neighbourhood,30.9289946,29.554213
مساكن طوسون للقوات المسلحه,Toson Armed Forces Housing,,,neighbourhood,31.3113178,30.0635756
مساكن المستشفى,Al Mostashfa Housing,,,neighbourhood,31.3129872,30.0665974
الوادى,Al Wady,,,neighbourhood,30.9822813,29.7486896
المحروسه,Al Mahrousa,,,neighbourhood,31.2321476,29.9759211
النخيل 2,Palm 2,,,neighbourhood,31.0833183,29.7197691
مساكن الامريكان,American Housing,,,neighbourhood,31.2543421,29.9871431
مساكن الكيلو 21,Al Kilo 21 Housing,,,neighbourhood,31.0734467,29.7440269
بوالينو و الاسكندراني,Pawalino And Al Askndrany,,,neighbourhood,31.1881842,29.915445
ابو تلات,Abou Talat,,,neighbourhood,31.0636342,29.6968223
قرية شهرزاد,Qaryah Shahrazad,,,neighbourhood,31.1050473,29.746797
مساكن نصر النيل,Nasr Al Nile Housing,,,neighbourhood,31.2481929,29.9849868
مساكن العربيه,Al Arabiya Housing,,,neighbourhood,31.2481539,29.9840406
مساكن الكيلو 26,Al Kilo 26 Housing,,,neighbourhood,31.0466888,29.7041409
سيدى بركات,Sidi Barakat,,,neighbourhood,31.0685829,29.7252226
سيدى كرير,Sidi Kerir,,,neighbourhood,31.0369426,29.6651154
الذراع البحرى,Al Zeraa Al Bahary,,,neighbourhood,31.0668716,29.7281402
مساكن شركه ايكا,Aika Company Housing,,,neighbourhood,31.2322715,29.9720247
عزبه منسي,Ezbet Mansi,,,neighbourhood,31.2000927,29.9557297
عزبه الفتي,Ezbet Al Faty,,,neighbourhood,31.2033891,29.9607032
مدينه اسيد,Acied City,,,neighbourhood,31.2076852,29.9626532
مجاورة 1,Neighborhood 1,,,neighbourhood,30.8653557,29.5337833
الشيخ مصطفى اسماعيل,Al Sheikh Moustafa Ismail,,,neighbourhood,30.7222428,29.8596262
الابراهيميه قبلى و الحضره بحرى,Al Ibrahimeya Qebly And Al Hadrah Bahary,,,neighbourhood,31.2078785,29.9267598
عزبة وادي القمر,Ezbet Wadi al Qamar,,,neighbourhood,31.140017,29.8405922
مدينه 6 اكتوبر,6th October City,,,neighbourhood,31.0808564,29.7250047
الظاهريه,Al Zaherya,,,neighbourhood,31.2248631,29.9677164
قرية مارينا العجمي,Qaryah Marina Al Agamy,,,neighbourhood,31.1015478,29.7457295
مجاورة 1,Neighborhood 1,,,neighbourhood,30.859217,29.5305807
مجاورة 2,Neighborhood 2,,,neighbourhood,30.861325,29.5237684
مجاورة 3,Neighborhood 3,,,neighbourhood,30.8594876,29.5212709
مجاورة 4,Neighborhood 4,,,neighbourhood,30.8571464,29.5227737
مساكن العرض الجديده,Al Ard Al Gadida Housing,,,neighbourhood,31.1888035,29.9128962
حجر النواتيه,Hagar Al Nawateia,,,neighbourhood,31.2169879,29.9813327
ابو صير,Abou Sir,,,neighbourhood,30.9175815,29.4787363
شاطئ النخيل,Palm Beach,,,neighbourhood,31.0876871,29.7269795
ابو زهره,Abou Zahrah,,,neighbourhood,30.7584022,29.6760013
قرية الروضه الخضراء,Qaryah Al Rouda Al Khadra',,,neighbourhood,31.1007902,29.7445873
الورديان,Al Wardian,,,neighbourhood,31.1633693,29.8730662
حوض سكره و ابو حمد,Hod Soukra And Abou Hamad,,,neighbourhood,30.825178,29.5984868
مساكن شركه الاسمنت,Housing Cement Company,,,neighbourhood,31.1435641,29.8349559
مجاورة 1,Neighborhood 1,,,neighbourhood,30.8457698,29.5585193
قطعة 34,Area 34,,,neighbourhood,30.8468991,29.5659112
مجاورة 3,Neighborhood 3,,,neighbourhood,30.8507854,29.5628731
مجاورة 2,Neighborhood 2,,,neighbourhood,30.8549678,29.5601489
مجاورة 4,Neighborhood 4,,,neighbourhood,30.8468846,29.5659831
المتراس,Al Mitras,,,neighbourhood,31.1549422,29.8645784
المهاجرين,Al Mohagren,,,neighbourhood,31.2153628,30.0110914
عزبة ابو زياد,Ezbet Abou Ziyad,,,neighbourhood,31.175244,29.982704
المساكن الشعبيه,Al Shaabeya Housing,,,neighbourhood,31.2055671,29.9300738
صفر,Safar,,,neighbourhood,31.2015132,29.8811654
الرياضه,Al Riyada,,,neighbourhood,31.2137398,29.9338898
مساكن السواحل,Coastal Housing,,,neighbourhood,31.1509437,29.8442396
مساكن ضباط المكس,Al Maks Officer's Housing,,,neighbourhood,31.1516214,29.84604
مساكن القوات المسلحه,Armed Forces Housing,,,neighbourhood,31.2594145,30.0072305
الإسكان المتميز,Premium Housing,,,neighbourhood,30.8672217,29.5472417
مساكن الرهاوى,Al Rahawi Housing,,,neighbourhood,31.162875,29.8661513
عمارات الشركه المصريه للبناء والتعمير,Egyptian Construction and Development Company Buildings,,,neighbourhood,31.0989609,29.740068
مساكن الزهور,Al Zohor Housing,,,neighbourhood,31.2755249,30.0207866
مساكن الحرمين,Al Haramain Housing,,,neighbourhood,31.277337,30.0199747
مساكن الجمعية,Association Housing,,,neighbourhood,31.2808455,30.0210308
بيت شباب الازهر,Al Azhar Youth Hostel,,,neighbourhood,31.281751,30.0211192
راغب باشا,Ragheb Basha,,,neighbourhood,31.1853561,29.9046909
الباب الجديد شرقى,Al Bab Al Gadid Eastern,,,neighbourhood,31.1859056,29.909769
الشمرلى,Al Shamarly,,,neighbourhood,31.2020273,29.8840165
عمارات الشروق,Al Sherouq Housing,,,neighbourhood,31.2569395,29.9811845
جامع سلطان,Sultan Mosque,,,neighbourhood,31.1877367,29.9003372
ثان النهضة,Second Al Nahda,,,neighbourhood,30.9926744,29.8379817
عمارات القوات المسلحة,Armed Forces Buildings,,,neighbourhood,31.0856063,29.7334202
التكامل,Al Takamol,,,neighbourhood,30.7447204,29.6277383
نوبار,Nobar,,,neighbourhood,31.1828006,29.9023475
مدورة,Madwara,,,neighbourhood,31.2007938,29.8840455
المجاورة 3ب,Neighborhood 3B,,,neighbourhood,30.8565071,29.5965694
المجاورة 3أ,Neighborhood 3A,,,neighbourhood,30.8512903,29.5910186
المجاورة 2ب,Neighborhood 2B,,,neighbourhood,30.8533631,29.5963856
المجاورة 2أ,Neighborhood 2A,,,neighbourhood,30.8565599,29.6021045
مجاورة 1,Neighborhood 1,,,neighbourhood,30.8597433,29.5960071
المجاورة 3ب`,Neighborhood 3B`,,,neighbourhood,30.8546162,29.5888661
الحى 3,District 3,,,neighbourhood,30.8616251,29.5898125
القصعى بحرى,Al Qasaay Bahary,,,neighbourhood,31.2417043,29.9740227
عزبه الملاحه,Ezbet Al Malaha,,,neighbourhood,31.2753621,30.0156389
مساكن الفرافره,Al Farafra Housing,,,neighbourhood,31.1632048,29.8753397
باكوس,Bakos,,,neighbourhood,31.2337944,29.970202
مساكن مبارك,Mubarak Housing,,,neighbourhood,31.0773384,29.7620594
مجاورة 5,Neighborhood 5,,,neighbourhood,30.8416297,29.5692482
قرية النخل,Al Nakhl Village,,,neighbourhood,30.9363377,29.5106342
العامريه غرب,Al Amreya West,,,neighbourhood,31.0136063,29.8058882
مساكن شمال المتراس,Al Mitras north Housing,,,neighbourhood,31.1604067,29.8718778
مساكن الحديد و الصلب,Iron and Steel Housing,,,neighbourhood,31.0825125,29.7322507
النهضه,Al Nahda,,,neighbourhood,30.8748804,29.4555107
مساكن شدس,Shuds Housing,,,neighbourhood,31.2376703,29.9715035
مساكن المتراس,Al Mitras Housing,,,neighbourhood,31.1599144,29.8650563
المساكن الجديده,New Housing,,,neighbourhood,31.1603878,29.8645312
مساكن النوباريه,Al Nobaria Housing,,,neighbourhood,31.1614419,29.8625806
مساكن الورديان القديمه,Al Wardian Old Housing,,,neighbourhood,31.1626699,29.8644065
مساكن العامرية,Al Amerya Housing,,,neighbourhood,31.0121578,29.8015946
مساكن البردويل,Al Bardawil Housing,,,neighbourhood,31.0172904,29.801217
مجاورة 1,Neighborhood 1,,,neighbourhood,30.8662454,29.6066742
الإسكان العائلي,Family Housing,,,neighbourhood,30.8627655,29.6017995
مجاورة 2,Neighborhood 2,,,neighbourhood,30.8686942,29.6047485
مجاورة 3,Neighborhood 3,,,neighbourhood,30.8656825,29.5999925
مساكن الجمهوريه,Al Gomhoria Housing,,,neighbourhood,31.0081877,29.8049996
مساكن طلعت مصطفى,Talaat Moustafa Housing,,,neighbourhood,31.0997883,29.7761561
مساكن ايجى كاب الفرنسيه,Egy Cap French Housing,,,neighbourhood,31.0965967,29.7721533
المساكن الصينيه,Chinese Housing,,,neighbourhood,31.0938977,29.7683439
بهيج,Baheg,,,neighbourhood,30.9460409,29.6246086
قرية شاطئ السلام,Al Salam Beach Village,,,neighbourhood,31.0938967,29.736751
جمعيه الزهور,Al Zahoor Association,,,neighbourhood,31.0929771,29.7351993
مساكن الظباط,Officers Housing,,,neighbourhood,31.0247366,29.8087728
مساكن الجيش,Army Housing,,,neighbourhood,31.0265088,29.7928941
تقسيم الشركه المتحده للإسكان,Division of United Housing Company,,,neighbourhood,31.2410278,29.9974032
المجاورة 3أ,Neighborhood 3A,,,neighbourhood,30.8676482,29.57765
المجاورة 3ب,Neighborhood 3B,,,neighbourhood,30.8644563,29.5812521
مشروع مساكن كيروسيز,Kiroseiz Housing Project,,,neighbourhood,31.2340635,29.9918818
الاسكان الصناعى,Industrial Housing,,,neighbourhood,31.2318291,29.9890856
المحلية 4,Locality 4,,,neighbourhood,30.8674002,29.5830334
جاردينيا,Gardenia,,,neighbourhood,31.2455856,29.9918161
مساكن الكنيسه,Housing The Church,,,neighbourhood,31.1374029,29.8266457
"باب سدرة البراني بحرى, سوق الغنم","Bab Sedra Al Barany Bahary, Souq Al Ghanm",,,neighbourhood,31.1880133,29.8982344
باب سدرة البراني غرب,Bab Sedra Al Barany West,,,neighbourhood,31.1858553,29.8975463
باب سدرة البراني شرق,Bab Sedra Al Barany East,,,neighbourhood,31.1847113,29.8994418
مساكن البوسته,Al Bosta Housing,,,neighbourhood,31.0180771,29.8030007
أول بورفؤاد,First Port Fouad,,,neighbourhood,31.2346305,32.3289318
مساكن اطلس,Atlas Housing,,,neighbourhood,31.1357971,29.7867203
الدائرة الجمركية,Al Da'era Al Gomrokia,,,neighbourhood,31.2524778,32.3130271
ابراهيم حسنين,Ibrahim Hssanen,,,neighbourhood,31.265419,32.310924
مصطفى حمزه,Moustafa Hamza,,,neighbourhood,31.252851,32.2991981
المجاورة 3ب,Neighborhood 3B,,,neighbourhood,30.8567408,29.587103
المجاورة 3أ,Neighborhood 3A,,,neighbourhood,30.860362,29.5833523
مجاورة 3أ`,Neighborhood 3A`,,,neighbourhood,30.8663606,29.5936246
مجاورة 3,Neighborhood 3,,,neighbourhood,30.8627962,29.5891474
مجاورة 2,Neighborhood 2,,,neighbourhood,30.8615348,29.5939657
المحلية 5,Locality 5,,,neighbourhood,30.8618074,29.5896086
منطقة اسكان 1200,1200 Housing Area,,,neighbourhood,30.8785208,29.5699399
مساكن القلعه,Castle Housing,,,neighbourhood,31.2195913,29.9857858
مساكن السلام الجديد,New Al Salam Housing,,,neighbourhood,31.2483589,32.2823347
مساكن الامل نهضه مصر,Amal Nahdet Misr Housing,,,neighbourhood,31.2487018,32.287467
مساكن التصنيع القديمه,Old Industrial Housing,,,neighbourhood,31.2481711,32.2861887
السلام,Al Salam,,,neighbourhood,31.2477913,32.2842748
القابوطى,Al Qabouty,,,neighbourhood,31.2432526,32.2748839
بنك الاسكان,Al Iskan Bank,,,neighbourhood,31.2510588,32.2747013
اسكان متوسط 3 نموذج أ,Meduim Income Housing 3 Model A,,,neighbourhood,30.8914527,29.5756636
اسكان متوسط 3,Meduim Income Housing 3,,,neighbourhood,30.8891764,29.5742159
الإسكان المتميز,Premium Housing,,,neighbourhood,30.8762234,29.5526575
الإسكان المتميز 2,Premium Housing 2,,,neighbourhood,30.8883293,29.5739043
الإسكان المتميز 1,Premium Housing 1,,,neighbourhood,30.8879782,29.5732792
منطقة فيلات 1,Villas Area 1,,,neighbourhood,30.8877291,29.5714946
الإسكان المنخفض,Low Income Housing,,,neighbourhood,30.8916309,29.5810798
اسكان متوسط أ,Meduim Income Housing A,,,neighbourhood,30.8923437,29.5830161
اسكان متوسط ب,Meduim Income Housing B,,,neighbourhood,30.8941319,29.5814638
مساكن فوق المتوسط نموذج ب,Above Medium Income Housing Model B,,,neighbourhood,30.8927471,29.5774709
مساكن فوق المتوسط نموذج أ,Aboce Medium Income Housing Model A,,,neighbourhood,30.893015,29.5792783
منطقة فيلات 2,Villas Area 2,,,neighbourhood,30.8919462,29.5761318
اسكان متوسط 1,Meduim Income Housing 1,,,neighbourhood,30.8911825,29.5741013
اسكان متوسط 2,Meduim Income Housing 2,,,neighbourhood,30.8897555,29.5716766
مساكن 800 متر,800M Housing,,,neighbourhood,30.8845139,29.5684193
مساكن 1040 متر,1040M Housing,,,neighbourhood,30.884531,29.566396
الحى 1,District 1,,,neighbourhood,30.884303,29.5768677
مجاورة 4,Neighborhood 4,,,neighbourhood,30.8707518,29.5953617
مجاورة 3,Neighborhood 3,,,neighbourhood,30.8722852,29.5927758
العزب,Al Azab,,,neighbourhood,31.2561708,32.2893866
منتزه سعد ب,Montazah Saad B,,,neighbourhood,31.2637137,32.294477
مساكن حسن علام,Hassn Alam Housing,,,neighbourhood,30.8790744,29.5770458
عمارات بنك الاسكان,Housing Bank Buildings,,,neighbourhood,31.2512353,32.2790742
عمارات البنك,Al Bank Buildings,,,neighbourhood,31.2510075,32.2830613
عمارات الرباط,Al Rabat Buildings,,,neighbourhood,31.2501066,32.284509
الجلاء,Al Gala',,,neighbourhood,31.2584036,32.2841312
منطقة 1,Area 1,,,neighbourhood,30.8820796,29.5819704
منطقة 3,Area 3,,,neighbourhood,30.8835469,29.582647
منطقة 2,Area 2,,,neighbourhood,30.8830005,29.5811713
منطقة 4,Area 4,,,neighbourhood,30.884004,29.5818231
مجاورة 8,Neighborhood 8,,,neighbourhood,30.8815758,29.583583
الإسكان المتميز,Premium Housing,,,neighbourhood,30.8842216,29.5880532
مساكن الأسمنت,Cement Housing,,,neighbourhood,30.8863502,29.5878191
مساكن عثمان,Othman Housing,,,neighbourhood,30.8874542,29.585767
الإسكان الشعبى,Al Shabi Housing,,,neighbourhood,30.8871569,29.5831913
الإسكان التجارى,Commercial Housing,,,neighbourhood,30.8882915,29.580939
مجاورة 6,Neighborhood 6,,,neighbourhood,30.8864169,29.5789848
مجاورة 5,Neighborhood 5,,,neighbourhood,30.8832338,29.5728919
الحضره قبلى,Al Hadrah Qebly,,,neighbourhood,31.201595,29.9331206
المناخ,Al Manakh,,,neighbourhood,31.2657662,32.2851177
مساكن شباب الخريجين,Graduate Housing,,,neighbourhood,31.2478899,32.2771766
منتزه سعد ا,Montazah Saad A,,,neighbourhood,31.2689564,32.2965856
السراي,Al Saraia,,,neighbourhood,31.2658756,32.2934262
عدلى,Adly,,,neighbourhood,31.2679725,32.2933474
مساكن الحريه,Al Horeya Housing,,,neighbourhood,31.2598468,32.2827573
مساكن معسكر السلام,Moaskar Al Salam Housing,,,neighbourhood,31.2560029,32.2805343
مساكن زمزم,Zamzam Housing,,,neighbourhood,31.2524572,32.2686889
منطقه المراغي القديمه,Al Maraghy Al Qadima Area,,,neighbourhood,31.2161327,30.0278499
عزبة الحاج على حميده,Ezbet Al Hag Ali Hamida,,,neighbourhood,31.2202841,30.0047883
عزبة العوايد,Ezbet Al Awaid,,,neighbourhood,31.2186885,30.0077438
مساكن الموظفين,Employees Housing,,,neighbourhood,31.2684589,32.313532
مساكن فاطمه الزهراء,Fatma Al Zahra Housing,,,neighbourhood,31.2460514,32.2719654
مساكن السيدة خديجة,Al Sayeda Khadiga Housing,,,neighbourhood,31.2491686,32.2618523
مساكن الصفا,Al Safa Housing,,,neighbourhood,31.2507107,32.2661957
عزبة الهجانه,Ezbet Al Hgana,,,neighbourhood,31.0105445,29.811523
عزبة العراوه,Ezbet Al Arawa,,,neighbourhood,31.0205308,29.8075519
عزبة تفتيش,Ezbet Taftesh,,,neighbourhood,31.0213356,29.8047542
عمارات القابوطى,Al Qabouty Buildings,,,neighbourhood,31.2421309,32.2798504
عمارات السيد متولي,Al Sayed Metwali Buildings,,,neighbourhood,31.2407767,32.2810409
عمارات النصر,Al Nasr buildings,,,neighbourhood,31.2423545,32.2791517
الجويره,Al Gawiria,,,neighbourhood,30.8505045,29.4690248
الغربانيات,Al Gharbaniat,,,neighbourhood,30.8843766,29.4902474
مدينه الاندلس و الحجاز,Al Andalus And Al Hegaz City,,,neighbourhood,31.1184895,29.7918929
عمارات الاسكان و التعمير,Housing And Development Buildings,,,neighbourhood,31.2511606,32.2928082
عزبة المراغي الجديدة,Ezbet Al Maraghy Al Gadida,,,neighbourhood,31.2161877,30.0220742
عزبة البكاتوشي,Ezbet Al Bakatoshy,,,neighbourhood,31.2182483,30.0158185
حى مبارك,Mubarak District,,,neighbourhood,31.2430807,32.2910181
عمارات النور,Al Nour Buildings,,,neighbourhood,31.2386703,32.2895734
مساكن اللبانه,Al Lbanh Housing,,,neighbourhood,31.2395205,32.2873783
مساكن القابوطى الجديده,New Al Qabouty Housing,,,neighbourhood,31.2390783,32.2836288
الاحياء,Al Ahia',,,town,27.2803106,33.750409
برج الاطباء,Doctors Tower,,,neighbourhood,31.2412007,29.9827177
السقاله,Al Saqalah,,,neighbourhood,27.2367451,33.8391915
الإسكان التجارى,Commercial Housing,,,neighbourhood,30.8847694,29.5822661
الإسكان التجارى,Commercial Housing,,,neighbourhood,30.8857854,29.5827429
الإسكان التجارى,Commercial Housing,,,neighbourhood,30.8836164,29.5802701
ثان بورفؤاد,Second Port Fouad,,,neighbourhood,31.1741709,32.3232114
ابراج محمد على,Mohamed Ali Towers,,,neighbourhood,31.2337773,32.3183371
مساكن مدينة الامل,Al Amal City Housing,,,neighbourhood,31.2368423,32.3162945
مجاورة 1,Neighborhood 1,,,neighbourhood,30.8667823,29.5865788
مجاورة 1,Neighborhood 1,,,neighbourhood,30.871131,29.5834897
سكن طلاب الجامعة اليابانية,Japanese University Hostel,,,neighbourhood,30.86803,29.5825108
ابراج القاهرة,Cairo Towers,,,neighbourhood,31.2688902,30.0193416
مساكن طلعت مصطفى,Talaat Moustafa Housing,,,neighbourhood,31.2681555,30.0170881
مساكن ابو نواس,Abou Nawas Housing,,,neighbourhood,27.2336607,33.8393692
"العباسى, الجامع العباسى سابقا","Al Abassi, Al Abassi Mosque",,,neighbourhood,31.2666098,32.3014207
ابو الحسن,Abou Al Hassan,,,neighbourhood,31.2669628,32.2991495
"التوفيقى, الجامع التوفيقى سابقا","Al Tawfiki, Al Tawfiki Mosque",,,neighbourhood,31.2672522,32.2977097
مساكن شركه المعموره,Al Maamoura Company Housing,,,neighbourhood,31.2987645,30.0571768
جمشه,Gamsha,,,town,27.3755292,33.6613811
القرى السياحية,Touristic Villages,,,neighbourhood,27.1768568,33.8333843
عزبة المراغي,Ezbet Al Maraghy,,,neighbourhood,31.2111931,30.0205695
السيوف قبلى و دربالة,Al Soiouf Qebly And Derbala,,,neighbourhood,31.2379707,30.0000469
العمرواى,Al Amrawy,,,neighbourhood,31.2744985,30.0320899
المنشية البحرية,Al Mansheya Al Bahareya,,,neighbourhood,31.2385149,30.0213034
سيدى بشر قبلى,Sidi Beshr Qebly,,,neighbourhood,31.2566517,30.001943
السيوف بحرى,Al Soiouf Bahary,,,neighbourhood,31.2550711,29.9827491
سيدى بشر بحرى,Sidi Beshr Bahry,,,neighbourhood,31.2641843,29.9931554
دنا,Dana,,,neighbourhood,31.230766,29.9846035
القصعى قبلى,Al Qasaay Qebly,,,neighbourhood,31.2430641,29.9801025
مساكن حفر الباطن,Hafr Al Batin Housing,,,neighbourhood,27.2588898,33.7995856
مساكن حفر الباطن الجديد,Hafr Al Batin Al Gadid Housing,,,neighbourhood,27.2552128,33.7993091
عمارات الضرائب,Taxes Buildings,,,neighbourhood,27.2521895,33.8008361
مساكن المجلس,Al Magles Housing,,,neighbourhood,27.2499748,33.8032464
مساكن جمال مبارك,Gamal Mubarak Housing,,,neighbourhood,27.2491414,33.8045417
الهلال,Al Helal,,,neighbourhood,27.2571508,33.8063956
العرب,Al Arab,,,neighbourhood,27.2421228,33.8193037
